,Aeromonas,Campylobacter,Clostridioides,Citrobacter,Enterobacter,Enterococcus,Escherichia,Helicobacter,Klebsiella,Listeria,Morganella,Providencia,Salmonella,Shigella,Vibrio,Acinetobacter,Burkholderia,Haemophilus,Legionella,Proteus,Pseudomonas,Serratia,Staphylococcus,Stenotrophomonas,Streptococcus,Acanthamoeba,Naegleria,Giardia,Vermamoeba,M+avium+complex,B+cepacia+complex,S+maltophilia+group,E+cloacae+complex,A+caloaceticus+baumanii+complex,Leptospira,Mycobacterium,Mycolicibacterium,Mycolicibacter,Mycolicibacillus,Mycobacteroides
2504674,,,,,,,UPI0009945D5E,,,,,,,,UPI0006A646C1,,A0A106DWB4,,,,A0A1E4VA75,,,,,,,,,,,,,,,,,,,
2957982,,,,,,,UPI000BA2DE69,,,,,,,,UPI000CD1413A,,UPI0006678419,,,,A0A5C7WDD1,,,,,,,,,,,,,,,,,,,
6938069,,,,,,,,,,,,,,,,,,,,,A0A1H5GNR9,,,,,,,,,,,,,,,,,,,
2648350,,,,,,,UPI0006CA96D9,,,,,,,,UPI0008380164,,A0A0N1KKX0,,,,I4N1F8,,,,,,,,,,,,,,,,,,,
890008,,UPI000CD7E98F,,,UPI00052920D3,,UPI000743EA42,UPI000424FE49,UPI001320BF9D,,,,A0A5T4LA88,,UPI001120DE6E,UPI00103B814D,UPI001582DD64,,,,UPI001475D255,,UPI000A3AC5BE,,UPI0012488DB3,,,,,,UPI000757BFCC,,UPI000DA19F98,,,A0A1Y5P9Y3,A0A378TP82,,,
5429603,,,,,,,,,,,,,,,,,,,,,UPI0009A504D8,,,,,,,,,,,,,,,,,,,
2696326,,,,,,,UPI00076F27D5,,,,,,,,UPI0007A011CD,,A0A107DN56,,,,A0A2J7U2D8,,,,,,,,,,,,,,,,,,,
7248688,,,,,,,,,,,,,,,,,,,,,A0A0J6GBV6,,,,,,,,,,,,,,,,,,,
7576026,,,,,,,,,,,,,,,,,,,,,A0A1E4UW38,,,,,,,,,,,,,,,,,,,
7195259,,,,,,,,,,,,,,,,,,,,,A0A142NFA8,,,,,,,,,,,,,,,,,,,
4643648,,,,,,,,,,,,,,,,,,,,,A0A1I1V9J6,,,,,,,,,,,,,,,,,,,
2736753,,,,,,,UPI0007A624AB,,,,,,,,UPI0009B0C5A5,,UPI0016403DB3,,,,J3EWW8,,,,,,,,,,,,,,,,,,,
4581157,,,,,,,,,,,,,,,,,,,,,A0A2N7YZR4,,,,,,,,,,,,,,,,,,,
5007356,,,,,,,,,,,,,,,,,,,,,UPI000710634D,,,,,,,,,,,,,,,,,,,
6247062,,,,,,,,,,,,,,,,,,,,,UPI001240D6EC,,,,,,,,,,,,,,,,,,,
4013206,,,,,,,,,,,,,,,,,,,,,A0A3D4SN19,,,,,,,,,,,,,,,,,,,
1206218,,,,,A0A376FA09,,A0A2A6QB44,UPI000BEE7832,UPI0002F9F873,,,,A0A3U8PBL9,,UPI0005EE91FB,A0A7D7UEI4,A0A3N8GS33,,,,UPI000F030C7C,,UPI000D1DC1F0,,UPI000363C8EA,,,,,,UPI000756BBC6,,,,,A0A1A0LM39,,,,
899782,,UPI000D310CDD,,,UPI00064B3B21,,UPI0007225F75,UPI00041C4FFA,UPI001330787A,,,,A0A3W7TXN1,,UPI0010A5FEA5,UPI0010582425,UPI00158C65E1,,,,UPI0013CEFA76,,UPI0009FF818A,,UPI001374AF70,,,,,,UPI00075630DF,,A0A156DFB9,,,A0A1V3XGZ4,A0A1H6IY79,,,
5543631,,,,,,,,,,,,,,,,,,,,,UPI0008FB66C1,,,,,,,,,,,,,,,,,,,
534608,UPI0016127CAB,A7ZAZ5,,A0A2L0TIN6,UPI000DCE31A0,UPI0001B25D7B,UPI000EFB5E91,UPI00112EDE4F,UPI000E2BC4A1,,,,A0A5X6J7X6,,A0A2G1AT22,UPI0015D30933,UPI00158B7275,,,,UPI000F47A5D6,UPI000949993E,A0A6K8N657,A0A2J0V396,UPI0010FD5B38,,,,,,UPI0015755C8C,UPI000D0CFD8B,UPI000319192B,UPI0004DB6124,A0A396Z8L2,A0A117JDY0,A0A6N4UT42,,,
5337778,,,,,,,,,,,,,,,,,,,,,UPI000281F7EB,,,,,,,,,,,,,,,,,,,
3153433,,,,,,,UPI000BE579D0,,,,,,,,A0A2L2KAE0,,UPI00075BC7D4,,,,A0A1R0G4U9,,,,,,,,,,,,,,,,,,,
3211033,,,,,,,UPI000CF19327,,,,,,,,A0A1X1MUS8,,UPI0009B2129C,,,,A0A2I0CKL7,,,,,,,,,,,,,,,,,,,
7517832,,,,,,,,,,,,,,,,,,,,,A0A1I7B3D5,,,,,,,,,,,,,,,,,,,
3393796,,,,,,,A0A6D0Z9V7,,,,,,,,,,A0A658UIL8,,,,A0A5C5N8Y3,,,,,,,,,,,,,,,,,,,
3810880,,,,,,,,,,,,,,,,,,,,,A0A166NP45,,,,,,,,,,,,,,,,,,,
7492606,,,,,,,,,,,,,,,,,,,,,A0A0A1YFU7,,,,,,,,,,,,,,,,,,,
8128245,,,,,,,,,,,,,,,,,,,,,A0A432BJI6,,,,,,,,,,,,,,,,,,,
5456913,,,,,,,,,,,,,,,,,,,,,A0A5C5NKA4,,,,,,,,,,,,,,,,,,,
2924737,,,,,,,UPI000BE84DF7,,,,,,,,UPI000CD34F1B,,UPI0009756354,,,,A0A2U9NGU8,,,,,,,,,,,,,,,,,,,
8376750,,,,,,,,,,,,,,,,,,,,,A0A3G7X1C1,,,,,,,,,,,,,,,,,,,
614194,UPI0005AB73B7,A0A330G0C0,,,A0A6S5XJZ2,A0A4P5PEX2,UPI000F0ACD4C,UPI000EADC980,UPI0007661BF4,,,,A0A756GH80,,A0A233HKE4,A0A4Q7B8H1,UPI001420EFDB,,,,UPI000C1CBA70,UPI000A3C6BFD,K8DVJ9,UPI000A2FC482,UPI00109D789F,,,,,,A0A3P0C7L9,,A0A443XX50,A0A062BY71,S3V784,UPI000F0B93E1,A0A100X5A1,,,
1660505,,,,,,,A0A7A5PZC7,C3XGJ8,UPI000C29FFF0,,,,,,A0A543Y9H2,UPI0006662D0B,UPI000751C565,,,,A0A2L0RU46,,,,UPI00066E9D75,,,,,,UPI0009E0D7B1,,,,,UPI0005E7FFAA,,,,
8145179,,,,,,,,,,,,,,,,,,,,,A0A3S8UG57,,,,,,,,,,,,,,,,,,,
4012344,,,,,,,,,,,,,,,,,,,,,A0A656T2C4,,,,,,,,,,,,,,,,,,,
5112302,,,,,,,,,,,,,,,,,,,,,UPI00069E0CE3,,,,,,,,,,,,,,,,,,,
8021111,,,,,,,,,,,,,,,,,,,,,A0A2S6VUD3,,,,,,,,,,,,,,,,,,,
5433079,,,,,,,,,,,,,,,,,,,,,UPI0009E5D6C9,,,,,,,,,,,,,,,,,,,
2004380,,,,,,,UPI000451F93A,,,,,,,,UPI0002483379,A0A1P8EH47,UPI0012FCDA8B,,,,A0A6H3G1P8,,,,A0A081QRT4,,,,,,UPI000D015A6D,,,,,A0A1A2Z2P4,,,,
167693,UPI00111B2F96,A0A6H6KV70,UPI000D1F37B5,A0A4U6MQ61,A0A4V7RZH7,A0A4Q0D4Z1,A0A6L8ZAU8,UPI00165B5D1C,A0A486ELT3,A0A683EU47,,A0A4R3NDS1,A0A5V8B9J7,UPI000BB63CE3,A0A0L1L4G1,N9QJ59,A0A2S5E0U6,UPI000667349D,A0A2S6F2G7,UPI000D69FA67,UPI0004666537,A0A4Q8D881,A0A1E9A3X9,UPI0015FC3CDC,A0A6I3PB20,,,,,UPI00080BC921,A0A2S9N167,UPI0013DA78A4,UPI000FEBA255,A0A345WC28,A0A5F2A2N3,A0A1A3E458,UPI0014355119,,,A0A1N6B689
2598930,,,,,,,UPI0005428E28,,,,,,,,UPI000633786E,,A0A095ES99,,,,UPI001365DF3E,,,,,,,,,,,,,,,,,,,
632912,UPI000645ADF6,A0A4Y8BUK3,,,A0A060CMJ9,UPI000A34C36E,UPI00109DF4AD,UPI000EACC456,UPI0007CCCAB1,,,,A0A613PPM8,,A0A0D0HH66,A0A3B7LSW8,UPI00159162F0,,,,UPI001010B8C5,UPI000D8063FE,A0A6L0RB06,UPI0006C36352,UPI0010D773D4,,,,,,J7J5L8,,A0A443UJT4,A0A009QT51,,UPI0006DCB9F2,A0A5A7Z677,,,
270823,UPI00059BE40B,UPI000F7FF8C2,,UPI000E1A4B78,UPI000F692871,UPI00115C7939,UPI0014855D36,UPI001650E06E,A0A660G8K9,UPI000C9EEE63,,,A0A5I2LZW0,,UPI001680D062,UPI001661420F,A0A6I6BBC5,Q7VM56,G9ERJ9,,UPI000BB60B4B,UPI0007451ABC,UPI000E69EB52,UPI0005A47443,UPI0015DA004E,,,,,,UPI00158AAE2C,A0A3R8U8R7,UPI00079A8B0E,UPI000F743ABB,A0A2M9ZAW1,UPI0015A6B861,A0A1E7YE62,,,UPI0009A5972B
1223742,,,,,A0A376FHD8,,A0A778GBI5,UPI000CCF22CF,UPI0005755B83,,,,UPI00039E7282,,UPI0007EE356C,A0A0V9LFE6,A0A6P2X412,,,,UPI000F580C15,,UPI000C1BDF2A,,UPI0002B59865,,,,,,UPI00075334C6,,,,,A0A1A0UVK1,,,,
5013255,,,,,,,,,,,,,,,,,,,,,UPI0007617C69,,,,,,,,,,,,,,,,,,,
7072629,,,,,,,,,,,,,,,,,,,,,A0A5P2QKL9,,,,,,,,,,,,,,,,,,,
7597202,,,,,,,,,,,,,,,,,,,,,A0A2J7URJ0,,,,,,,,,,,,,,,,,,,
6540029,,,,,,,,,,,,,,,,,,,,,UPI000DA66EDA,,,,,,,,,,,,,,,,,,,
7443200,,,,,,,,,,,,,,,,,,,,,Q4ZLZ0,,,,,,,,,,,,,,,,,,,
3087477,,,,,,,UPI000B9404E6,,,,,,,,D7H828,,UPI00075FC067,,,,A0A0A1I140,,,,,,,,,,,,,,,,,,,
7730763,,,,,,,,,,,,,,,,,,,,,A0A0M3CKF2,,,,,,,,,,,,,,,,,,,
3325870,,,,,,,UPI000DA43CBF,,,,,,,,,,UPI000CFF6242,,,,A0A1T1I0L2,,,,,,,,,,,,,,,,,,,
4721131,,,,,,,,,,,,,,,,,,,,,UPI0004A8341C,,,,,,,,,,,,,,,,,,,
4710485,,,,,,,,,,,,,,,,,,,,,A0A550ENA8,,,,,,,,,,,,,,,,,,,
2737592,,,,,,,UPI0007E7BE88,,,,,,,,UPI00096BB563,,UPI001640B675,,,,A0A1Q9QZ60,,,,,,,,,,,,,,,,,,,
1081682,,,,,UPI0009332C65,,UPI00137B6059,UPI00165BF1EA,A0A483GNE4,,,,A0A3Z4FND7,,UPI0010CA6422,UPI000D69A08D,A0A6P2G7L6,,,,UPI000F87B032,,UPI000869F026,,A0A0E2PKR4,,,,,,UPI00075DD257,,,,,UPI000423CF74,,,,
6640610,,,,,,,,,,,,,,,,,,,,,UPI00106B049A,,,,,,,,,,,,,,,,,,,
332463,UPI000C28779D,UPI000CD80602,,A0A437IEF2,UPI000E30AE96,UPI000763F086,UPI0015E9F19C,E6NP89,A0A4R4DAN4,A0A459GY98,,,A0A5V3WIJ6,,UPI001481E96A,UPI00148F1DFA,C4IAN4,,,,UPI000B806AF8,UPI0013DC1D9F,UPI00069D203B,UPI0013138C38,A0A345S417,,,,,,UPI00158DBB8C,J7VHA8,UPI0005796EF2,UPI00044CDD6F,UPI0002DCF3F2,A0A0T1WBL7,A0A378UPJ4,,,A0A1U1SSQ6
6409199,,,,,,,,,,,,,,,,,,,,,UPI0011155672,,,,,,,,,,,,,,,,,,,
2902640,,,,,,,UPI000BDEEB55,,,,,,,,UPI000C85ABB3,,UPI000B7A245F,,,,A0A2V2ANA0,,,,,,,,,,,,,,,,,,,
6617056,,,,,,,,,,,,,,,,,,,,,UPI000D68A532,,,,,,,,,,,,,,,,,,,
7008573,,,,,,,,,,,,,,,,,,,,,A0A3M5PZU4,,,,,,,,,,,,,,,,,,,
7044302,,,,,,,,,,,,,,,,,,,,,A0A1Y0KX85,,,,,,,,,,,,,,,,,,,
3206680,,,,,,,UPI000DA56E6F,,,,,,,,A0A5N3S9I6,,UPI000976C6FA,,,,R9VCI1,,,,,,,,,,,,,,,,,,,
5246647,,,,,,,,,,,,,,,,,,,,,UPI00041E5E1F,,,,,,,,,,,,,,,,,,,
3275604,,,,,,,UPI000CF1199F,,,,,,,,A0A1M5XS58,,UPI000CE167DA,,,,A0A3G8CZ77,,,,,,,,,,,,,,,,,,,
139799,A0A6I6HS09,A0A696NFX6,UPI00093A0732,UPI0015E96BB5,UPI0015F7466B,A0A4V0GRV0,A0A1L4J642,UPI00165C50D6,UPI0014953B8F,A0A378M114,,UPI000B4E377D,UPI00111EEBB5,UPI00097304E5,A0A090T3F1,A0A1G6H6I0,A0A2Z5MSU6,H1LPQ7,UPI000770A5DC,UPI000B41E934,UPI000416CA45,UPI0015C5ADD5,A0A431ZTT8,UPI0015DEC855,A0A1X1J9A1,,,,,UPI0009EAA6B9,A0A2S9KV48,UPI0006C61CFE,UPI000FEBDA85,UPI0015810C95,M6U8L0,X8C8R0,UPI00138D11D7,,,UPI0002E74DB2
5549369,,,,,,,,,,,,,,,,,,,,,UPI0009A1D7E3,,,,,,,,,,,,,,,,,,,
6408292,,,,,,,,,,,,,,,,,,,,,UPI001129B955,,,,,,,,,,,,,,,,,,,
6536607,,,,,,,,,,,,,,,,,,,,,UPI000D259DF3,,,,,,,,,,,,,,,,,,,
7987751,,,,,,,,,,,,,,,,,,,,,A0A2N8GF62,,,,,,,,,,,,,,,,,,,
7847921,,,,,,,,,,,,,,,,,,,,,A0A1B5CMR5,,,,,,,,,,,,,,,,,,,
5492840,,,,,,,,,,,,,,,,,,,,,UPI000986FB78,,,,,,,,,,,,,,,,,,,
5212539,,,,,,,,,,,,,,,,,,,,,UPI000418820A,,,,,,,,,,,,,,,,,,,
4017324,,,,,,,,,,,,,,,,,,,,,A0A5N7TFB0,,,,,,,,,,,,,,,,,,,
2627153,,,,,,,UPI000460D5D5,,,,,,,,UPI0007EE5335,,A0A2X1GGR3,,,,A0A1Y5KL07,,,,,,,,,,,,,,,,,,,
616441,UPI0005A8DC51,A0A6G5QWF2,,,A0A443XWU6,A0A1B4XP73,UPI000F676B72,UPI00100C3746,UPI0007CC95F4,,,,A0A3V1X6K1,,A0A241TC75,N8XNW1,UPI00157B5D8A,,,,UPI000CD25263,UPI000D5230F7,A0A6B5I0U8,UPI000A2FB31B,UPI0010A0FDAF,,,,,,A0A6P2GFZ7,,A0A377M6E4,UPI000708110B,S3ULV8,UPI00111C86F7,A0A6N4VX26,,,
11521,A0A261EA74,A0A2S5J3L6,UPI00143073C8,A0A090TVG6,A0A2T3C6Y6,F0EHP5,A0A6L6IIA4,I9VQH6,A0A5S9YWM0,UPI000BDE707C,UPI001644C057,K8VZM1,A0A447JNR3,E7SS95,A0A090RWX0,N8RGR1,A0A6N8T1P6,A4NX42,A0A130WLW7,C0AX53,UPI001563A1E3,A0A2V4GCT2,J9GY95,A0A3C0X814,A0A496LJ88,L8GI27,A0A6A5BSA9,A8BNB0,,A0A2A2ZTG2,A0A109ECR5,A0A0K2IX18,A0A144C7C4,F0KJ37,A0A4R9G3M4,A0A2S8BS39,G4HZP7,A0A1B8SC23,,A0A1S1L7C9
7664237,,,,,,,,,,,,,,,,,,,,,A0A083UUG4,,,,,,,,,,,,,,,,,,,
3929806,,,,,,,,,,,,,,,,,,,,,A0A3D5GVI6,,,,,,,,,,,,,,,,,,,
7056276,,,,,,,,,,,,,,,,,,,,,Q4ZLP5,,,,,,,,,,,,,,,,,,,
6394247,,,,,,,,,,,,,,,,,,,,,UPI0011A15230,,,,,,,,,,,,,,,,,,,
2889534,,,,,,,UPI0012C2EC80,,,,,,,,UPI000C858BAF,,UPI0009B359AD,,,,A0A2V4LR99,,,,,,,,,,,,,,,,,,,
772019,,UPI000930F933,,,A0A198GI66,UPI000E4E3F68,UPI0010CC9216,UPI000CF1A6B5,UPI000E2E05A9,,,,A0A756DPL9,,A0A0B8QGZ7,A0A6I4HNH0,UPI0016406A78,,,,UPI0010C123E2,,UPI0002506AA5,UPI000D542BEA,UPI0005DACA40,,,,,,UPI000F55FDFE,,UPI0007C86847,,,UPI000E2657EA,UPI000DA205EE,,,
124432,A0A318DUS6,A0A6N5BPW0,UPI00097FF51B,UPI0015EAD9CB,UPI001422F3AD,UPI0015E7CB63,A0A2Y8VWR5,A0A2A6TPA6,UPI00157B9FE4,A0A6H7L8M5,,A0A1S1HTT5,UPI000E5B9424,UPI00026E3B4C,A0A510IC51,A0A6L6GFS0,A0A0G3X3W2,UPI0001E74E64,UPI000F712721,UPI0006687209,UPI0004729623,UPI00164E08E4,UPI0015F28A47,UPI0013DAAEC7,A0A413KPH7,,,,,X7V4N9,A0A132D7M9,UPI000F67B1EA,A0A4Q8WRN2,A0A242U539,A0A0C5WMX9,A0A1X0KM42,UPI0015777272,,,A0A4R8RXL0
14461,A0A0D0QDJ2,A7GXW4,C9YRN6,A0A090TWK5,A0A2T3CFG3,R2SVL6,A0A5F1ENC8,J0K9Z3,W9B8H9,UPI000BE07F41,UPI0015F5BFC5,K8W765,E8XD30,A0A2Y4YFJ2,A0A090TC98,N9DFQ4,A0A6N8SSX2,A0A0M1GMG5,A0A2X1R5B8,UPI001581BD82,UPI0015568454,A0A5C7D3S6,B9DQA3,A0A357NLR1,A0A496LBI2,L8H861,D2V7I4,C6LPJ0,,A0A2A3L8Z3,A0A3S9NC46,A0A0K2IGS7,A0A0M7DSC7,A0A011K727,A0A2P2CX89,A0A3S4FML7,A0A6H0S2W5,A0A1X2ECR2,,A0A4R8QYR0
4815227,,,,,,,,,,,,,,,,,,,,,UPI000579571A,,,,,,,,,,,,,,,,,,,
8211241,,,,,,,,,,,,,,,,,,,,,A0A4Q7H8N7,,,,,,,,,,,,,,,,,,,
3959036,,,,,,,,,,,,,,,,,,,,,A0A1H7S1M4,,,,,,,,,,,,,,,,,,,
8295702,,,,,,,,,,,,,,,,,,,,,A0A3M5BXC6,,,,,,,,,,,,,,,,,,,
4346957,,,,,,,,,,,,,,,,,,,,,A0A172WSA5,,,,,,,,,,,,,,,,,,,
7924806,,,,,,,,,,,,,,,,,,,,,A0A5E7BY65,,,,,,,,,,,,,,,,,,,
264224,UPI000E3D10FA,UPI000F8016D3,,UPI00129C6AA2,UPI0011BA04D2,UPI0011BA9604,UPI0014300243,UPI00165A51B0,A0A0L0AN83,UPI0005F07BCC,,,A0A628V8M9,,UPI0015FF01A9,UPI0014448C55,A0A2S9KY35,A0A3E1QET5,UPI000D079AFF,,UPI000B43FACB,UPI0007C8C84C,UPI000E3C1E7D,UPI00070D22C0,UPI00156293FD,,,,,,UPI00158EBF5D,UPI000448637F,UPI0005EFCC25,UPI0011C4B99F,A0A2M9YL22,UPI00147F4102,A0A3S4TWS2,,,UPI000925C3A6
543439,A0A2R7PLY7,UPI000257FA5F,,A0A6H3AWI8,UPI0011DD7765,UPI0001B2E31D,UPI00102DAB05,UPI000FDE2896,UPI00109B8C07,,,,A0A5V0B5S3,,A0A1A6LFY5,UPI0015D0FECD,UPI00158DEA7E,,,,UPI000F836EBB,UPI000668462F,A0A364UTT4,A0A6B8JB70,UPI0010F2D8E2,,,,,,UPI001589904B,M5CNY7,UPI00044C4821,UPI00044DC528,A0A4R9J8W4,A0A4Q7QFK7,A0A1X2F8Y9,,,
3767207,,,,,,,,,,,,,,,,,,,,,M2VKT6,,,,,,,,,,,,,,,,,,,
6011490,,,,,,,,,,,,,,,,,,,,,UPI00064623BA,,,,,,,,,,,,,,,,,,,
6799019,,,,,,,,,,,,,,,,,,,,,UPI0015574C86,,,,,,,,,,,,,,,,,,,
3500066,,,,,,,,,,,,,,,,,I2ID36,,,,A0A3M3XLQ1,,,,,,,,,,,,,,,,,,,
2457684,,,,,,,UPI0010731136,,,,,,,,UPI00053810A9,,UPI0016419273,,,,A0A397ME68,,,,,,,,,,,,,,,,,,,
196837,UPI00111B82B3,UPI00115B02B5,,UPI001039F9AC,A0A3R9PUI8,S0KPY9,A0A192ERU5,UPI00165CC34C,UPI0015F64276,UPI00025486C7,,,UPI0012E6585F,,UPI0011206BAB,A0A4Q1SPS8,A0A2C9BXS5,UPI000DD4021A,A0A0A8ULH0,,UPI0003D362C3,A0A2I5TJQ7,Q931P4,A0A3S7JWV8,UPI0015C26DD3,,,,,A0A220XYZ7,A0A3N8YTX7,A0A6S4S2N7,UPI00101063E3,A0A6H2VLB4,UPI0010914237,X7XNP1,A0A1X0JU36,,,UPI0009CB64D4
198659,UPI000FE34F39,UPI0011A4238D,,UPI000F4E7470,A0A4R0GAE3,S0KJG7,A0A6D0JGM2,UPI0015F15F92,UPI0015D70EB5,UPI00098D3193,,,UPI0013B4428B,,UPI001122BB78,A0A0A8TF98,A0A228GU82,UPI000DAB8570,UPI000358FD27,,UPI0003043BCE,P75785,UPI00112F0597,A0A4P6W2P4,UPI00158B4C99,,,,,X8B8Z1,A0A3N7TJS8,A0A7D0MVT1,UPI000F836F38,A0A3R9QMC5,UPI001090CFD7,A0A1V4PF30,A0A5A7XRC2,,,UPI0009A75FAE
2323255,,,,,,,A0A4C4ZHY9,,,,,,,,UPI000A1F66CA,,UPI00006D9D47,,,,A0A1H2P7N8,,,,,,,,,,,,,,,,,,,
3220131,,,,,,,UPI000D0B0606,,,,,,,,A0A2S9ZGJ7,,UPI0008FE469F,,,,I4N999,,,,,,,,,,,,,,,,,,,
4760444,,,,,,,,,,,,,,,,,,,,,UPI00050D5B28,,,,,,,,,,,,,,,,,,,
525444,UPI0005384983,U2FB28,,A0A0J1LPG4,UPI00125B290C,UPI00032ED20F,UPI000FB4A746,UPI00112819D0,UPI000ED8B058,,,,A0A5I3X0I6,,UPI0015E0C862,UPI0015D33E3E,UPI00158D9E53,,,,UPI0010118158,UPI000A92B4A5,A0A6B5F8D0,A0A2J0ULB8,Q1JET3,,,,,,UPI00158E02C3,UPI000D48D406,A0A0X4EF00,UPI0002FD0967,A0A4R9LHS2,V7NFV9,G4HXR6,,,
2817190,,,,,,,UPI000BB7A108,,,,,,,,UPI000BA98683,,UPI0009B3B29F,,,,A0A1H5LIX7,,,,,,,,,,,,,,,,,,,
7963721,,,,,,,,,,,,,,,,,,,,,A0A379IHG8,,,,,,,,,,,,,,,,,,,
5440486,,,,,,,,,,,,,,,,,,,,,UPI000998F6BD,,,,,,,,,,,,,,,,,,,
3261173,,,,,,,UPI000DA4C53E,,,,,,,,A0A4Y3IT21,,UPI000AF80A93,,,,A0A4Z0B982,,,,,,,,,,,,,,,,,,,
2829378,,,,,,,UPI000B7E99D4,,,,,,,,UPI000B8E61E1,,UPI0009C05792,,,,A0A173JG52,,,,,,,,,,,,,,,,,,,
6800938,,,,,,,,,,,,,,,,,,,,,A0A3E1MT47,,,,,,,,,,,,,,,,,,,
690727,UPI000CCFB059,UPI000A2E628F,,,A0A3R8Z2X5,UPI000666A6EE,UPI00109E2C6C,UPI000EAE35A8,UPI0012B90CB2,,,,A0A5H7I0M2,,A0A1A6LZ14,A0A009K5R3,UPI0015826A7A,,,,UPI000F7717A3,A0A379YG03,UPI0003A6CA9B,UPI0008A347E1,UPI000E7721BA,,,,,,UPI000F59A134,,UPI00067F9756,UPI000BF2655E,,UPI0005E14FB4,UPI00096FFD41,,,
2537246,,,,,,,UPI000A36FC6F,,,,,,,,UPI00068640E1,,A0A364GVY7,,,,A0A1E4WA76,,,,,,,,,,,,,,,,,,,
5380772,,,,,,,,,,,,,,,,,,,,,UPI00035520E5,,,,,,,,,,,,,,,,,,,
4911234,,,,,,,,,,,,,,,,,,,,,UPI0007179EA7,,,,,,,,,,,,,,,,,,,
3633961,,,,,,,,,,,,,,,,,,,,,A0A653BA46,,,,,,,,,,,,,,,,,,,
6066533,,,,,,,,,,,,,,,,,,,,,UPI000CDAAA49,,,,,,,,,,,,,,,,,,,
1638031,,,,,,,A0A6S5MFS8,A0A438SNP7,UPI000B48AF73,,,,,,A0A6G9X244,UPI000A34518E,UPI00075C8940,,,,A0A2G4CZ70,,,,UPI000B58D44C,,,,,,UPI0009E0C52A,,,,,UPI00045AF87C,,,,
638516,UPI000537F715,UPI00112F88EF,,,A0A6G6GWZ5,UPI000A35860B,UPI00101BBD9A,UPI000EAB56E2,UPI0005904B21,,,,A0A3V7Z9P8,,A0A3E1ILL5,A0A2U3MUG4,UPI00158A5A60,,,,UPI00101B1E5D,UPI000D3E5D96,A0A6K3FA89,UPI00061AF3BF,UPI0010A11353,,,,,,B4EA31,,UPI0011111C9D,UPI00044C8A6B,,UPI0007FCEA0F,A0A5A7X032,,,
5265918,,,,,,,,,,,,,,,,,,,,,UPI0003B9652C,,,,,,,,,,,,,,,,,,,
5596339,,,,,,,,,,,,,,,,,,,,,UPI0008125BE0,,,,,,,,,,,,,,,,,,,
2419473,,,,,,,A0A2A3VYS3,,,,,,,,UPI0009BD766E,,UPI00163E8078,,,,G8CP65,,,,,,,,,,,,,,,,,,,
4734669,,,,,,,,,,,,,,,,,,,,,UPI000518B81A,,,,,,,,,,,,,,,,,,,
6163807,,,,,,,,,,,,,,,,,,,,,UPI000D3410F7,,,,,,,,,,,,,,,,,,,
2842323,,,,,,,UPI000BEA59DC,,,,,,,,UPI000D404EDB,,UPI0009F591DB,,,,A0A2R7LRJ8,,,,,,,,,,,,,,,,,,,
4746435,,,,,,,,,,,,,,,,,,,,,UPI00053E82CE,,,,,,,,,,,,,,,,,,,
7241713,,,,,,,,,,,,,,,,,,,,,A0A0P9MS77,,,,,,,,,,,,,,,,,,,
6984673,,,,,,,,,,,,,,,,,,,,,A0A4R7W6U5,,,,,,,,,,,,,,,,,,,
650198,UPI0005A8A5F3,UPI0009A9D4F1,,,A0A6G9BCV2,UPI000A34EAE2,UPI0010E7FB99,UPI000EB03A25,UPI0007CD16D3,,,,A0A0X5F1J5,,A0A1M7YR74,A0A3A8G485,UPI00158DCEB4,,,,UPI000F06C6DC,A0A1C7W9C0,D5G1V4,UPI00066E8498,UPI0010A0DC3A,,,,,,A0A0U4DWD7,,UPI0009F48A34,UPI000810B43D,,UPI0007FCE203,A0A378SFD4,,,
185958,UPI00111741FD,A0A128EHP0,,A8AGX4,A0A3R9NMP8,A0A1L8RFP0,A0A2K0QA28,UPI0013F3D5CF,UPI00164C0608,UPI00077AE99C,,,UPI000DF94708,,A0A0H0Y719,A0A385C0Z1,A0A0G3WLT4,UPI0009659444,A0A0A8UTC1,,UPI00044E41CA,A0A3S4I0G1,A0A1W6BNB4,UPI0015A327CE,UPI00129345C4,,,,,UPI000BAB1D7A,A0A3G3H1M4,UPI00130F74E1,UPI0010053C9B,A0A2T5R0A3,A0A659TLC2,A0A1A3R5H7,A0A2G5P9D1,,,UPI0009A5D039
927736,,UPI000D307ED2,,,UPI0004DB41FA,,UPI0006A58F61,UPI0004079B43,A0A168E2G1,,,,A0A3X7XFA8,,UPI00111D9FF6,UPI000E6A9AF1,UPI001589911C,,,,UPI00148C5973,,UPI000A114DD8,,UPI0012EB10F0,,,,,,UPI00075B765D,,A0A376FCH1,,,A0A7D6I9Y3,A0A3S4RRL2,,,
5387235,,,,,,,,,,,,,,,,,,,,,UPI0009BDDFF3,,,,,,,,,,,,,,,,,,,
1752599,,,,,,,UPI0003EE918F,,UPI000C7D3DBE,,,,,,UPI0003B1F36C,A0A0Q5GAI4,UPI00075D32BB,,,,A0A0M9HDV8,,,,UPI00065F7309,,,,,,UPI0008414D0F,,,,,UPI00091DD7F1,,,,
4006468,,,,,,,,,,,,,,,,,,,,,A0A1H1LN61,,,,,,,,,,,,,,,,,,,
2502493,,,,,,,UPI00098CE269,,,,,,,,UPI000684FE60,,A0A0B6S2Y0,,,,A0A136QGN2,,,,,,,,,,,,,,,,,,,
